# t (s)     C (g/m3)
1.000000000000000021e-03,0.000000000000000000e+00
1.011090909090909040e+00,6.732654925130521428e-07
2.021181818181818191e+00,1.752789891046397167e-02
3.031272727272727341e+00,3.345571487628159479e-01
4.041363636363636935e+00,1.976385369009053150e+00
5.051454545454546086e+00,4.467152843237925275e+00
6.061545454545455236e+00,5.191037403123365479e+00
7.071636363636364386e+00,9.181040669320925218e+00
8.081727272727272648e+00,8.166686642007396912e+00
9.091818181818181799e+00,1.081994644615691570e+01
1.010190909090909095e+01,8.228348901286599570e+00
1.111200000000000010e+01,7.175221032757641559e+00
1.212209090909090925e+01,9.792971510694570725e+00
1.313218181818181840e+01,9.336465055337486163e+00
1.414227272727272755e+01,7.098586855451515021e+00
1.515236363636363670e+01,5.686323605595821284e+00
1.616245454545454763e+01,6.245383645834331254e+00
1.717254545454545678e+01,4.962343111995624056e+00
1.818263636363636593e+01,4.013520451770157926e+00
1.919272727272727508e+01,3.714581238991315093e+00
2.020281818181818423e+01,3.343038255462813080e+00
2.121290909090909338e+01,2.249937738623807526e+00
2.222300000000000253e+01,2.003140553180689398e+00
2.323309090909091168e+01,1.525608144316222825e+00
2.424318181818182083e+01,1.525061133680857495e+00
2.525327272727272998e+01,1.157044355656580592e+00
2.626336363636363913e+01,1.144339981372354487e+00
2.727345454545454828e+01,1.168148280202517597e+00
2.828354545454545743e+01,6.989964135953774527e-01
2.929363636363636658e+01,7.865991534527170259e-01
3.030372727272727573e+01,6.093050753470986569e-01
3.131381818181818488e+01,4.660377733872489991e-01
3.232390909090909048e+01,3.577397920067220682e-01
3.333399999999999608e+01,4.554119623695405683e-01
3.434409090909090878e+01,3.698794531520833706e-01
3.535418181818182148e+01,2.657711774999568788e-01
3.636427272727272708e+01,2.001134201486439723e-01
3.737436363636363268e+01,1.792942236914992216e-01
3.838445454545454538e+01,1.694986788812868350e-01
3.939454545454545809e+01,1.569197847288613390e-01
4.040463636363636368e+01,1.227649176830743066e-01
4.141472727272726928e+01,7.756105746522153066e-02
4.242481818181818198e+01,8.780208121636545737e-02
4.343490909090909469e+01,5.414085353743770812e-02
4.444500000000000028e+01,4.248859087027482412e-02
4.545509090909090588e+01,3.662551875470488466e-02
4.646518181818181858e+01,3.496877702535348270e-02
4.747527272727273129e+01,3.682925452678365713e-02
4.848536363636363689e+01,2.072645838345913913e-02
4.949545454545454248e+01,1.978091523657279222e-02
5.050554545454545519e+01,2.213498039464561681e-02
5.151563636363636789e+01,1.805587963160850892e-02
5.252572727272727349e+01,1.560770309826813550e-02
5.353581818181817908e+01,1.034433131459177799e-02
5.454590909090909179e+01,1.092998870080623929e-02
5.555600000000000449e+01,9.694668603536156851e-03
5.656609090909091009e+01,5.813907096669572623e-03
5.757618181818181569e+01,4.704043820340896541e-03
5.858627272727272839e+01,3.936683037345798178e-03
5.959636363636364109e+01,3.166314091653027116e-03
6.060645454545454669e+01,3.963935414521595896e-03
6.161654545454545229e+01,2.885680132788648843e-03
6.262663636363636499e+01,2.451965931436552847e-03
6.363672727272727769e+01,1.803669992927154275e-03
6.464681818181819040e+01,1.609774131733742635e-03
6.565690909090909599e+01,1.394043522162570535e-03
6.666700000000000159e+01,9.087000620550409261e-04
6.767709090909092140e+01,1.105515046002606512e-03
6.868718181818182700e+01,7.341924422503177949e-04
6.969727272727273260e+01,5.945534574032784996e-04
7.070736363636365240e+01,5.717714331013830972e-04
7.171745454545455800e+01,4.525621717763280197e-04
7.272754545454546360e+01,4.606865063202714898e-04
7.373763636363636920e+01,3.525523349553456409e-04
7.474772727272727479e+01,3.152930939946031893e-04
7.575781818181819460e+01,1.970849194498345864e-04
7.676790909090910020e+01,1.454448416899940409e-04
7.777800000000000580e+01,1.706611155851636577e-04
7.878809090909092561e+01,1.492475085487601804e-04
7.979818181818183120e+01,1.253358253762229535e-04
8.080827272727273680e+01,9.688887494722680984e-05
8.181836363636364240e+01,7.471595127802548692e-05
8.282845454545454800e+01,6.740333655755663628e-05
8.383854545454546781e+01,3.980993404479069513e-05
8.484863636363637340e+01,4.909820473896318605e-05
8.585872727272727900e+01,2.732966096499443923e-05
8.686881818181819881e+01,3.111695399884794835e-05
8.787890909090910441e+01,2.812270138946474662e-05
8.888900000000001000e+01,2.141162827436700919e-05
8.989909090909091560e+01,1.753154791375788129e-05
9.090918181818182120e+01,1.477142110234879486e-05
9.191927272727274101e+01,1.410119528873428486e-05
9.292936363636364661e+01,1.252181272239627452e-05
9.393945454545455220e+01,9.581052271908412158e-06
9.494954545454547201e+01,6.542606494180776200e-06
9.595963636363637761e+01,4.742068479501183035e-06
9.696972727272728321e+01,4.158093422517498284e-06
9.797981818181818880e+01,3.840395706299849656e-06
9.898990909090909440e+01,2.680323567266451185e-06
1.000000000000000000e+02,3.304166393300620905e-06
